"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"c-16","hsa05215","Prostate cancer","4/49","97/8086",0.0027278041149694,0.0360909467519028,0.0284928526988706,"mrna_SOS2/mrna_TGFA/mrna_IKBKB/mrna_CTNNB1",4
"c-17","hsa04010","MAPK signaling pathway","11/70","294/8086",3.88595845832516e-05,0.00634857959636537,0.00437220207364469,"mrna_BRAF/mrna_MAP2K1/mrna_MAX/mrna_PDGFC/mrna_SOS1/mrna_NF1/mrna_TRAF2/mrna_TP53/mrna_PAK1/mrna_EPHA2/mrna_EFNA1",11
"c-17","hsa05225","Hepatocellular carcinoma","8/70","168/8086",9.27293101277527e-05,0.00634857959636537,0.00437220207364469,"mrna_BRAF/mrna_MAP2K1/mrna_PBRM1/mrna_SMARCA2/mrna_SOS1/mrna_ACTB/mrna_ARID1A/mrna_TP53",8
"c-17","hsa05222","Small cell lung cancer","6/70","92/8086",0.00013444074187701,0.00634857959636537,0.00437220207364469,"mrna_CKS1B/mrna_SKP2/mrna_MAX/mrna_TRAF2/mrna_LAMB3/mrna_TP53",6
"c-17","hsa05213","Endometrial cancer","5/70","58/8086",0.000135076161624795,0.00634857959636537,0.00437220207364469,"mrna_BRAF/mrna_MAP2K1/mrna_CDH1/mrna_SOS1/mrna_TP53",5
"c-17","hsa05216","Thyroid cancer","4/70","37/8086",0.000274212515834144,0.00671713497824318,0.00462602240942839,"mrna_BRAF/mrna_MAP2K1/mrna_CDH1/mrna_TP53",4
"c-17","hsa05211","Renal cell carcinoma","5/70","69/8086",0.000307803431788767,0.00671713497824318,0.00462602240942839,"mrna_BRAF/mrna_MAP2K1/mrna_SOS1/mrna_EPAS1/mrna_PAK1",5
"c-17","hsa04510","Focal adhesion","8/70","201/8086",0.000319289448168151,0.00671713497824318,0.00462602240942839,"mrna_BRAF/mrna_MAP2K1/mrna_PDGFC/mrna_SOS1/mrna_ACTB/mrna_LAMB3/mrna_ARHGAP5/mrna_PAK1",8
"c-17","hsa05205","Proteoglycans in cancer","8/70","205/8086",0.000364701001019801,0.00671713497824318,0.00462602240942839,"mrna_BRAF/mrna_MAP2K1/mrna_DDX5/mrna_SOS1/mrna_ACTB/mrna_HSPG2/mrna_TP53/mrna_PAK1",8
"c-17","hsa05218","Melanoma","5/70","72/8086",0.000375598494201998,0.00671713497824318,0.00462602240942839,"mrna_BRAF/mrna_MAP2K1/mrna_CDH1/mrna_PDGFC/mrna_TP53",5
"c-17","hsa05223","Non-small cell lung cancer","5/70","72/8086",0.000375598494201998,0.00671713497824318,0.00462602240942839,"mrna_BRAF/mrna_MAP2K1/mrna_SOS1/mrna_STAT5B/mrna_TP53",5
"c-17","hsa05219","Bladder cancer","4/70","41/8086",0.000409649743572526,0.00671713497824318,0.00462602240942839,"mrna_BRAF/mrna_MAP2K1/mrna_CDH1/mrna_TP53",4
"c-17","hsa04015","Rap1 signaling pathway","8/70","210/8086",0.000428753296483607,0.00671713497824318,0.00462602240942839,"mrna_BRAF/mrna_MAP2K1/mrna_CDH1/mrna_PDGFC/mrna_ACTB/mrna_PRKD3/mrna_EPHA2/mrna_EFNA1",8
"c-17","hsa05220","Chronic myeloid leukemia","5/70","76/8086",0.000482875200254656,0.00698311828060579,0.00480920239929738,"mrna_BRAF/mrna_MAP2K1/mrna_SOS1/mrna_STAT5B/mrna_TP53",5
"c-17","hsa01521","EGFR tyrosine kinase inhibitor resistance","5/70","79/8086",0.000577378638706441,0.00746067136465596,0.00513808834184033,"mrna_BRAF/mrna_MAP2K1/mrna_PDGFC/mrna_SOS1/mrna_NF1",5
"c-17","hsa04919","Thyroid hormone signaling pathway","6/70","121/8086",0.00059526633228638,0.00746067136465596,0.00513808834184033,"mrna_MED12/mrna_MAP2K1/mrna_TSC2/mrna_NCOA1/mrna_ACTB/mrna_TP53",6
"c-17","hsa04110","Cell cycle","6/70","124/8086",0.000677714714229693,0.0079631478921989,0.00548413880593765,"mrna_MCM2/mrna_E2F4/mrna_SKP2/mrna_TP53/mrna_MCM3/mrna_RAD21",6
"c-17","hsa04012","ErbB signaling pathway","5/70","85/8086",0.000807343903969193,0.00892827376154166,0.00614881115716475,"mrna_BRAF/mrna_MAP2K1/mrna_SOS1/mrna_STAT5B/mrna_PAK1",5
"c-17","hsa04068","FoxO signaling pathway","6/70","131/8086",0.000904586415366424,0.00944790256049376,0.00650667421579358,"mrna_BNIP3/mrna_BRAF/mrna_SKP2/mrna_MAP2K1/mrna_PRKAA1/mrna_SOS1",6
"c-17","hsa04210","Apoptosis","6/70","136/8086",0.00109960840902939,0.0108803358367119,0.00749317641610057,"mrna_PTPN13/mrna_MAP2K1/mrna_ACTB/mrna_LMNA/mrna_TRAF2/mrna_TP53",6
"c-17","hsa05215","Prostate cancer","5/70","97/8086",0.00146425811283318,0.0137640262606319,0.00947914462518324,"mrna_BRAF/mrna_MAP2K1/mrna_PDGFC/mrna_SOS1/mrna_TP53",5
"c-17","hsa04150","mTOR signaling pathway","6/70","155/8086",0.00214889637206692,0.0192377389499324,0.0132488347751494,"mrna_BRAF/mrna_SKP2/mrna_MAP2K1/mrna_TSC2/mrna_PRKAA1/mrna_SOS1",6
"c-17","hsa04066","HIF-1 signaling pathway","5/70","109/8086",0.00245062735605465,0.0201768299045797,0.0138955771459312,"mrna_ENO1/mrna_MAP2K1/mrna_TIMP1/mrna_ALDOA/mrna_ENO2",5
"c-17","hsa05221","Acute myeloid leukemia","4/70","67/8086",0.00261877459664655,0.0201768299045797,0.0138955771459312,"mrna_BRAF/mrna_MAP2K1/mrna_SOS1/mrna_STAT5B",4
"c-17","hsa04810","Regulation of actin cytoskeleton","7/70","218/8086",0.00266729946872837,0.0201768299045797,0.0138955771459312,"mrna_BRAF/mrna_MAP2K1/mrna_PDGFC/mrna_SOS1/mrna_ACTB/mrna_MYH10/mrna_PAK1",7
"c-17","hsa05161","Hepatitis B","6/70","162/8086",0.00268308908305581,0.0201768299045797,0.0138955771459312,"mrna_BRAF/mrna_MAP2K1/mrna_SOS1/mrna_HSPG2/mrna_STAT5B/mrna_TP53",6
"c-17","hsa04151","PI3K-Akt signaling pathway","9/70","354/8086",0.00327001426518693,0.0236447185328901,0.0162838767051819,"mrna_MAP2K1/mrna_TSC2/mrna_PDGFC/mrna_PRKAA1/mrna_SOS1/mrna_LAMB3/mrna_TP53/mrna_EPHA2/mrna_EFNA1",9
"c-17","hsa04014","Ras signaling pathway","7/70","232/8086",0.00377069560120518,0.025100960992311,0.0172867760473362,"mrna_MAP2K1/mrna_PDGFC/mrna_SOS1/mrna_NF1/mrna_PAK1/mrna_EPHA2/mrna_EFNA1",7
"c-17","hsa04714","Thermogenesis","7/70","232/8086",0.00377069560120518,0.025100960992311,0.0172867760473362,"mrna_COX5A/mrna_SMARCA2/mrna_TSC2/mrna_PRKAA1/mrna_SOS1/mrna_ACTB/mrna_ARID1A",7
"c-17","hsa05214","Glioma","4/70","75/8086",0.00394319136438693,0.025100960992311,0.0172867760473362,"mrna_BRAF/mrna_MAP2K1/mrna_SOS1/mrna_TP53",4
"c-17","hsa05014","Amyotrophic lateral sclerosis","9/70","365/8086",0.00400547249877303,0.025100960992311,0.0172867760473362,"mrna_HSPA5/mrna_COX5A/mrna_RB1CC1/mrna_SOD1/mrna_ACTB/mrna_TRAF2/mrna_TARDBP/mrna_RANBP2/mrna_TP53",9
"c-17","hsa04360","Axon guidance","6/70","182/8086",0.00476285816033172,0.0288844301336246,0.0198924126900102,"mrna_EPHB2/mrna_EPHB4/mrna_CDK5/mrna_PAK1/mrna_EPHA2/mrna_EFNA1",6
"c-17","hsa05210","Colorectal cancer","4/70","86/8086",0.00641678748995926,0.0370683225725108,0.0255285760157829,"mrna_BRAF/mrna_MAP2K1/mrna_SOS1/mrna_TP53",4
"c-17","hsa04910","Insulin signaling pathway","5/70","137/8086",0.00650667364304712,0.0370683225725108,0.0255285760157829,"mrna_BRAF/mrna_MAP2K1/mrna_TSC2/mrna_PRKAA1/mrna_SOS1",5
"c-17","hsa04540","Gap junction","4/70","88/8086",0.00695600387138264,0.038232364334384,0.0263302397151693,"mrna_MAP2K1/mrna_PDGFC/mrna_SOS1/mrna_CSNK1D",4
"c-17","hsa04211","Longevity regulating pathway","4/70","89/8086",0.00723653430869364,0.038232364334384,0.0263302397151693,"mrna_RB1CC1/mrna_TSC2/mrna_PRKAA1/mrna_TP53",4
"c-17","hsa04140","Autophagy - animal","5/70","141/8086",0.00733266665052944,0.038232364334384,0.0263302397151693,"mrna_BNIP3/mrna_MAP2K1/mrna_RB1CC1/mrna_TSC2/mrna_PRKAA1",5
"c-17","hsa05410","Hypertrophic cardiomyopathy","4/70","90/8086",0.00752445468283089,0.038232364334384,0.0263302397151693,"mrna_PRKAA1/mrna_TPM4/mrna_ACTB/mrna_LMNA",4
"c-17","hsa05224","Breast cancer","5/70","147/8086",0.00870534122532078,0.0430685302726396,0.0296608579145279,"mrna_BRAF/mrna_MAP2K1/mrna_NCOA1/mrna_SOS1/mrna_TP53",5
"c-17","hsa04072","Phospholipase D signaling pathway","5/70","148/8086",0.00895030242741009,0.0431450475987974,0.0297135546173129,"mrna_MAP2K1/mrna_TSC2/mrna_PDGFC/mrna_SOS1/mrna_SPHK1",5
"c-17","hsa05226","Gastric cancer","5/70","149/8086",0.00920000653399243,0.0432400307097644,0.0297789685179229,"mrna_BRAF/mrna_MAP2K1/mrna_CDH1/mrna_SOS1/mrna_TP53",5
"c-17","hsa05207","Chemical carcinogenesis - receptor activation","6/70","212/8086",0.00983721414086097,0.0441720796034047,0.0304208610930503,"mrna_KLF5/mrna_MAP2K1/mrna_ADRB2/mrna_SOS1/mrna_STAT5B/mrna_AIP",6
"c-17","hsa01522","Endocrine resistance","4/70","98/8086",0.0101031884199277,0.0441720796034047,0.0304208610930503,"mrna_BRAF/mrna_MAP2K1/mrna_SOS1/mrna_TP53",4
"c-17","hsa05231","Choline metabolism in cancer","4/70","98/8086",0.0101031884199277,0.0441720796034047,0.0304208610930503,"mrna_MAP2K1/mrna_TSC2/mrna_PDGFC/mrna_SOS1",4
"c-17","hsa05160","Hepatitis C","5/70","157/8086",0.0113736112117209,0.0485963388137165,0.0334678033263557,"mrna_BRAF/mrna_MAP2K1/mrna_SOS1/mrna_TRAF2/mrna_TP53",5
"c-18","hsa05220","Chronic myeloid leukemia","11/54","76/8086",1.65771284579187e-12,3.43146559078917e-10,1.7624104992103e-10,"mrna_MDM2/mrna_TGFBR2/mrna_NFKB1/mrna_MAPK3/mrna_DDB2/mrna_CDKN1B/mrna_E2F1/mrna_ABL1/mrna_CBL/mrna_NRAS/mrna_BAX",11
"c-18","hsa05169","Epstein-Barr virus infection","12/54","202/8086",5.82366427319102e-09,6.02749252275271e-07,3.09573732416997e-07,"mrna_TRAF2/mrna_BID/mrna_MDM2/mrna_NFKB1/mrna_CALR/mrna_DDB2/mrna_CDKN1B/mrna_MAP2K3/mrna_E2F1/mrna_NFKB2/mrna_BAX/mrna_CD44",12
"c-18","hsa05222","Small cell lung cancer","8/54","92/8086",1.39882701189645e-07,9.65190638208547e-06,4.95724660356284e-06,"mrna_TRAF2/mrna_ITGA2/mrna_ITGA3/mrna_NFKB1/mrna_DDB2/mrna_CDKN1B/mrna_E2F1/mrna_BAX",8
"c-18","hsa05215","Prostate cancer","8/54","97/8086",2.11723998047621e-07,1.09567168989644e-05,5.62740100073939e-06,"mrna_PDPK1/mrna_MDM2/mrna_MTOR/mrna_NFKB1/mrna_MAPK3/mrna_CDKN1B/mrna_E2F1/mrna_NRAS",8
"c-18","hsa05214","Glioma","7/54","75/8086",5.55288523831575e-07,2.0993366666052e-05,1.07822529024727e-05,"mrna_MDM2/mrna_MTOR/mrna_MAPK3/mrna_DDB2/mrna_E2F1/mrna_NRAS/mrna_BAX",7
"c-18","hsa05212","Pancreatic cancer","7/54","76/8086",6.08503381624696e-07,2.0993366666052e-05,1.07822529024727e-05,"mrna_MTOR/mrna_TGFBR2/mrna_NFKB1/mrna_MAPK3/mrna_DDB2/mrna_E2F1/mrna_BAX",7
"c-18","hsa05161","Hepatitis B","9/54","162/8086",1.02314961060756e-06,2.5162133462026e-05,1.29233434002778e-05,"mrna_BID/mrna_TGFBR2/mrna_NFKB1/mrna_MAPK3/mrna_DDB2/mrna_MAP2K3/mrna_E2F1/mrna_NRAS/mrna_BAX",9
"c-18","hsa04071","Sphingolipid signaling pathway","8/54","119/8086",1.02705386464813e-06,2.5162133462026e-05,1.29233434002778e-05,"mrna_PDPK1/mrna_TRAF2/mrna_BID/mrna_NFKB1/mrna_MAPK3/mrna_PPP2R1A/mrna_NRAS/mrna_BAX",8
"c-18","hsa05417","Lipid and atherosclerosis","10/54","215/8086",1.23293266375102e-06,2.5162133462026e-05,1.29233434002778e-05,"mrna_PDPK1/mrna_TRAF2/mrna_BID/mrna_ABCA1/mrna_NFKB1/mrna_MAPK3/mrna_NFE2L2/mrna_MAP2K3/mrna_NRAS/mrna_BAX",10
"c-18","hsa05165","Human papillomavirus infection","12/54","331/8086",1.31976338108812e-06,2.5162133462026e-05,1.29233434002778e-05,"mrna_ITGA2/mrna_MDM2/mrna_ITGA3/mrna_MTOR/mrna_NFKB1/mrna_PRKCI/mrna_MAPK3/mrna_PPP2R1A/mrna_CDKN1B/mrna_E2F1/mrna_NRAS/mrna_BAX",12
"c-18","hsa05225","Hepatocellular carcinoma","9/54","168/8086",1.38816346328721e-06,2.5162133462026e-05,1.29233434002778e-05,"mrna_MTOR/mrna_TGFBR2/mrna_MAPK3/mrna_DDB2/mrna_ARID1A/mrna_NFE2L2/mrna_E2F1/mrna_NRAS/mrna_BAX",9
"c-18","hsa05166","Human T-cell leukemia virus 1 infection","10/54","219/8086",1.45867440359571e-06,2.5162133462026e-05,1.29233434002778e-05,"mrna_TGFBR2/mrna_NFKB1/mrna_SRF/mrna_CALR/mrna_MAPK3/mrna_BUB1B/mrna_E2F1/mrna_NFKB2/mrna_NRAS/mrna_BAX",10
"c-18","hsa05163","Human cytomegalovirus infection","10/54","225/8086",1.86494578604327e-06,2.96956752085351e-05,1.5251783351447e-05,"mrna_TRAF2/mrna_BID/mrna_MDM2/mrna_MTOR/mrna_NFKB1/mrna_CALR/mrna_MAPK3/mrna_E2F1/mrna_NRAS/mrna_BAX",10
"c-18","hsa04068","FoxO signaling pathway","8/54","131/8086",2.13088477116741e-06,3.1506653402261e-05,1.61819069088653e-05,"mrna_PDPK1/mrna_MDM2/mrna_TGFBR2/mrna_MAPK3/mrna_CDKN1B/mrna_NRAS/mrna_INSR/mrna_PRMT1",8
"c-18","hsa01522","Endocrine resistance","7/54","98/8086",3.44095974301307e-06,4.74852444535804e-05,2.438855677504e-05,"mrna_MDM2/mrna_MTOR/mrna_MAPK3/mrna_CDKN1B/mrna_E2F1/mrna_NRAS/mrna_BAX",7
"c-18","hsa05226","Gastric cancer","8/54","149/8086",5.59264523646812e-06,7.23548477468064e-05,3.71616558475842e-05,"mrna_MTOR/mrna_TGFBR2/mrna_MAPK3/mrna_DDB2/mrna_CDKN1B/mrna_E2F1/mrna_NRAS/mrna_BAX",8
"c-18","hsa05203","Viral carcinogenesis","9/54","204/8086",6.9005846617328e-06,7.41526463471541e-05,3.80850103283121e-05,"mrna_TRAF2/mrna_MDM2/mrna_NFKB1/mrna_SRF/mrna_MAPK3/mrna_CDKN1B/mrna_NFKB2/mrna_NRAS/mrna_BAX",9
"c-18","hsa05205","Proteoglycans in cancer","9/54","205/8086",7.18085784120787e-06,7.41526463471541e-05,3.80850103283121e-05,"mrna_PDPK1/mrna_ITGA2/mrna_MDM2/mrna_MTOR/mrna_FLNB/mrna_MAPK3/mrna_CBL/mrna_NRAS/mrna_CD44",9
"c-18","hsa05218","Melanoma","6/54","72/8086",7.43504272885146e-06,7.41526463471541e-05,3.80850103283121e-05,"mrna_MDM2/mrna_MAPK3/mrna_DDB2/mrna_E2F1/mrna_NRAS/mrna_BAX",6
"c-18","hsa05223","Non-small cell lung cancer","6/54","72/8086",7.43504272885146e-06,7.41526463471541e-05,3.80850103283121e-05,"mrna_PDPK1/mrna_MAPK3/mrna_DDB2/mrna_E2F1/mrna_NRAS/mrna_BAX",6
"c-18","hsa04218","Cellular senescence","8/54","156/8086",7.85938463570735e-06,7.41526463471541e-05,3.80850103283121e-05,"mrna_MDM2/mrna_MTOR/mrna_TGFBR2/mrna_NFKB1/mrna_MAPK3/mrna_MAP2K3/mrna_E2F1/mrna_NRAS",8
"c-18","hsa04115","p53 signaling pathway","6/54","73/8086",8.0596267404127e-06,7.41526463471541e-05,3.80850103283121e-05,"mrna_BID/mrna_MDM2/mrna_SFN/mrna_DDB2/mrna_PERP/mrna_BAX",6
"c-18","hsa05160","Hepatitis C","8/54","157/8086",8.23918292746157e-06,7.41526463471541e-05,3.80850103283121e-05,"mrna_TRAF2/mrna_BID/mrna_NFKB1/mrna_MAPK3/mrna_PPP2R1A/mrna_E2F1/mrna_NRAS/mrna_BAX",8
"c-18","hsa05170","Human immunodeficiency virus 1 infection","9/54","212/8086",9.43080144428402e-06,8.13406624569497e-05,4.17767958716091e-05,"mrna_TRAF2/mrna_BID/mrna_MTOR/mrna_NFKB1/mrna_CALR/mrna_MAPK3/mrna_MAP2K3/mrna_NRAS/mrna_BAX",9
"c-18","hsa04110","Cell cycle","7/54","124/8086",1.63909588967511e-05,0.000135576285430969,6.96323662777923e-05,"mrna_MDM2/mrna_SFN/mrna_MCM3/mrna_BUB1B/mrna_CDKN1B/mrna_E2F1/mrna_ABL1",7
"c-18","hsa04151","PI3K-Akt signaling pathway","11/54","354/8086",1.70289054164502e-05,0.000135576285430969,6.96323662777923e-05,"mrna_PDPK1/mrna_ITGA2/mrna_MDM2/mrna_ITGA3/mrna_MTOR/mrna_NFKB1/mrna_MAPK3/mrna_PPP2R1A/mrna_CDKN1B/mrna_NRAS/mrna_INSR",11
"c-18","hsa04012","ErbB signaling pathway","6/54","85/8086",1.94765790102624e-05,0.00014815972836879,7.60952584045143e-05,"mrna_MTOR/mrna_MAPK3/mrna_CDKN1B/mrna_ABL1/mrna_CBL/mrna_NRAS",6
"c-18","hsa04010","MAPK signaling pathway","10/54","294/8086",2.00409294411889e-05,0.00014815972836879,7.60952584045143e-05,"mrna_TRAF2/mrna_TGFBR2/mrna_NFKB1/mrna_SRF/mrna_FLNB/mrna_MAPK3/mrna_MAP2K3/mrna_NFKB2/mrna_NRAS/mrna_INSR",10
"c-18","hsa05210","Colorectal cancer","6/54","86/8086",2.08307450949264e-05,0.000148688421884475,7.63667968997302e-05,"mrna_MTOR/mrna_TGFBR2/mrna_MAPK3/mrna_DDB2/mrna_NRAS/mrna_BAX",6
"c-18","hsa04210","Apoptosis","7/54","136/8086",2.98861433327871e-05,0.000206214388996231,0.000105912297424965,"mrna_PDPK1/mrna_TRAF2/mrna_BID/mrna_NFKB1/mrna_MAPK3/mrna_NRAS/mrna_BAX",7
"c-18","hsa04910","Insulin signaling pathway","7/54","137/8086",3.13346152957556e-05,0.000209234366652304,0.000107463366549111,"mrna_PDPK1/mrna_MTOR/mrna_PRKCI/mrna_MAPK3/mrna_CBL/mrna_NRAS/mrna_INSR",7
"c-18","hsa05167","Kaposi sarcoma-associated herpesvirus infection","8/54","194/8086",3.83883418232013e-05,0.000241618929062222,0.00012409617002433,"mrna_TRAF2/mrna_BID/mrna_MTOR/mrna_NFKB1/mrna_MAPK3/mrna_E2F1/mrna_NRAS/mrna_BAX",8
"c-18","hsa05213","Endometrial cancer","5/54","58/8086",3.85189597055716e-05,0.000241618929062222,0.00012409617002433,"mrna_PDPK1/mrna_MAPK3/mrna_DDB2/mrna_NRAS/mrna_BAX",5
"c-18","hsa04933","AGE-RAGE signaling pathway in diabetic complications","6/54","100/8086",4.91736928203472e-05,0.000291438494127349,0.000149683640512902,"mrna_TGFBR2/mrna_NFKB1/mrna_MAPK3/mrna_CDKN1B/mrna_NRAS/mrna_BAX",6
"c-18","hsa05224","Breast cancer","7/54","147/8086",4.92770400698416e-05,0.000291438494127349,0.000149683640512902,"mrna_MTOR/mrna_MAPK3/mrna_DDB2/mrna_E2F1/mrna_NFKB2/mrna_NRAS/mrna_BAX",7
"c-18","hsa04625","C-type lectin receptor signaling pathway","6/54","104/8086",6.13293838443135e-05,0.000352643957104803,0.000181118940592856,"mrna_MDM2/mrna_NFKB1/mrna_MAPK3/mrna_BCL3/mrna_NFKB2/mrna_NRAS",6
"c-18","hsa04960","Aldosterone-regulated sodium reabsorption","4/54","37/8086",9.96518519754649e-05,0.000542840351550559,0.00027880435040227,"mrna_PDPK1/mrna_SFN/mrna_MAPK3/mrna_INSR",4
"c-18","hsa05216","Thyroid cancer","4/54","37/8086",9.96518519754649e-05,0.000542840351550559,0.00027880435040227,"mrna_MAPK3/mrna_DDB2/mrna_NRAS/mrna_BAX",4
"c-18","hsa01524","Platinum drug resistance","5/54","73/8086",0.000117051598709865,0.000621273870075439,0.000319088028871698,"mrna_PDPK1/mrna_BID/mrna_MDM2/mrna_MAPK3/mrna_BAX",5
"c-18","hsa04722","Neurotrophin signaling pathway","6/54","119/8086",0.000129921879227485,0.000672345725002235,0.000345318678999368,"mrna_PDPK1/mrna_NFKB1/mrna_MAPK3/mrna_ABL1/mrna_NRAS/mrna_BAX",6
"c-18","hsa05219","Bladder cancer","4/54","41/8086",0.000149809644102532,0.000756356008029857,0.00038846659959835,"mrna_MDM2/mrna_MAPK3/mrna_E2F1/mrna_NRAS",4
"c-18","hsa05206","MicroRNAs in cancer","9/54","310/8086",0.000184808191967224,0.000910840374695603,0.000467810210242847,"mrna_MDM2/mrna_MTOR/mrna_NFKB1/mrna_MAPK3/mrna_CDKN1B/mrna_E2F1/mrna_ABL1/mrna_NRAS/mrna_CD44",9
"c-18","hsa05131","Shigellosis","8/54","247/8086",0.000208609000569457,0.00100423402599715,0.000515777455508327,"mrna_TRAF2/mrna_MDM2/mrna_MTOR/mrna_NFKB1/mrna_MAPK3/mrna_ARF1/mrna_BAX/mrna_CD44",8
"c-18","hsa05022","Pathways of neurodegeneration - multiple diseases","11/54","476/8086",0.000249063130101588,0.00117172881661429,0.000601803256944028,"mrna_TRAF2/mrna_BID/mrna_MTOR/mrna_NFKB1/mrna_PRNP/mrna_MAPK3/mrna_MAP2K3/mrna_SDHC/mrna_UBA7/mrna_NRAS/mrna_BAX",11
"c-18","hsa04211","Longevity regulating pathway","5/54","89/8086",0.000298366743754041,0.00134265034689319,0.000689589041628333,"mrna_MTOR/mrna_NFKB1/mrna_NRAS/mrna_BAX/mrna_INSR",5
"c-18","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","5/54","89/8086",0.000298366743754041,0.00134265034689319,0.000689589041628333,"mrna_MTOR/mrna_NFKB1/mrna_MAPK3/mrna_MAP2K3/mrna_NRAS",5
"c-18","hsa05134","Legionellosis","4/54","57/8086",0.000539960002133803,0.00234672711946852,0.00120528573133141,"mrna_NFKB1/mrna_ARF1/mrna_NFKB2/mrna_HSF1",4
"c-18","hsa04932","Non-alcoholic fatty liver disease","6/54","155/8086",0.000544168607412991,0.00234672711946852,0.00120528573133141,"mrna_TRAF2/mrna_BID/mrna_NFKB1/mrna_SDHC/mrna_BAX/mrna_INSR",6
"c-18","hsa05142","Chagas disease","5/54","102/8086",0.000560723626439217,0.00236877123822281,0.00121660765349862,"mrna_TGFBR2/mrna_NFKB1/mrna_CALR/mrna_MAPK3/mrna_PPP2R1A",5
"c-18","hsa05208","Chemical carcinogenesis - reactive oxygen species","7/54","223/8086",0.000648951287716109,0.00268665833114469,0.00137987536967004,"mrna_PDPK1/mrna_NFKB1/mrna_MAPK3/mrna_NFE2L2/mrna_SDHC/mrna_ABL1/mrna_NRAS",7
"c-18","hsa04066","HIF-1 signaling pathway","5/54","109/8086",0.000759227167899355,0.00308156909323856,0.00158270266166842,"mrna_MTOR/mrna_NFKB1/mrna_MAPK3/mrna_CDKN1B/mrna_INSR",5
"c-18","hsa04668","TNF signaling pathway","5/54","112/8086",0.00085873924530721,0.00341844276497293,0.001755721938786,"mrna_TRAF2/mrna_NFKB1/mrna_MAPK3/mrna_MAP2K3/mrna_BCL3",5
"c-18","hsa05221","Acute myeloid leukemia","4/54","67/8086",0.000997349010156759,0.00389530651136696,0.00200064051689836,"mrna_MTOR/mrna_NFKB1/mrna_MAPK3/mrna_NRAS",4
"c-18","hsa04664","Fc epsilon RI signaling pathway","4/54","68/8086",0.00105447635566097,0.00404215936336704,0.00207606455987832,"mrna_PDPK1/mrna_MAPK3/mrna_MAP2K3/mrna_NRAS",4
"c-18","hsa04919","Thyroid hormone signaling pathway","5/54","121/8086",0.00121610427197096,0.00457697425996342,0.00235074701376204,"mrna_PDPK1/mrna_MDM2/mrna_MTOR/mrna_MAPK3/mrna_NRAS",5
"c-18","hsa05132","Salmonella infection","7/54","249/8086",0.00124160196722731,0.00458949298600095,0.00235717666710448,"mrna_TRAF2/mrna_NFKB1/mrna_FLNB/mrna_MAPK3/mrna_MAP2K3/mrna_ARF1/mrna_BAX",7
"c-18","hsa04380","Osteoclast differentiation","5/54","128/8086",0.00156242936873148,0.00567408560223536,0.00291422652339574,"mrna_TRAF2/mrna_TGFBR2/mrna_NFKB1/mrna_MAPK3/mrna_NFKB2",5
"c-18","hsa05202","Transcriptional misregulation in cancer","6/54","192/8086",0.00165939063921688,0.00592230797099817,0.0030417142388549,"mrna_MDM2/mrna_TGFBR2/mrna_NFKB1/mrna_DDB2/mrna_CDKN1B/mrna_BAX",6
"c-18","hsa01521","EGFR tyrosine kinase inhibitor resistance","4/54","79/8086",0.0018429262844748,0.00646586001502176,0.003320884116538,"mrna_MTOR/mrna_MAPK3/mrna_NRAS/mrna_BAX",4
"c-18","hsa05130","Pathogenic Escherichia coli infection","6/54","197/8086",0.00189128858521816,0.00652494561900265,0.0033512306510006,"mrna_TRAF2/mrna_NFKB1/mrna_MAPK3/mrna_ARF1/mrna_ABL1/mrna_BAX",6
"c-18","hsa04120","Ubiquitin mediated proteolysis","5/54","140/8086",0.00231817222356331,0.00786658443078043,0.00404030016531311,"mrna_CUL3/mrna_MDM2/mrna_DDB2/mrna_CBL/mrna_UBA7",5
"c-18","hsa05010","Alzheimer disease","8/54","369/8086",0.00287580031809324,0.00960146235234355,0.00493133840623798,"mrna_TRAF2/mrna_BID/mrna_MTOR/mrna_NFKB1/mrna_MAPK3/mrna_SDHC/mrna_NRAS/mrna_INSR",8
"c-18","hsa04072","Phospholipase D signaling pathway","5/54","148/8086",0.00295160876100753,0.0096981430718819,0.00498099389911046,"mrna_MTOR/mrna_MAPK3/mrna_ARF1/mrna_NRAS/mrna_INSR",5
"c-18","hsa04350","TGF-beta signaling pathway","4/54","94/8086",0.00347465555464531,0.0111121829450881,0.00570724880474903,"mrna_SMAD7/mrna_TGFBR2/mrna_MAPK3/mrna_PPP2R1A",4
"c-18","hsa04930","Type II diabetes mellitus","3/54","46/8086",0.00348933280884408,0.0111121829450881,0.00570724880474903,"mrna_MTOR/mrna_MAPK3/mrna_INSR",3
"c-18","hsa04150","mTOR signaling pathway","5/54","155/8086",0.00360150994579256,0.0112956448299857,0.00580147535127669,"mrna_PDPK1/mrna_MTOR/mrna_MAPK3/mrna_NRAS/mrna_INSR",5
"c-18","hsa05231","Choline metabolism in cancer","4/54","98/8086",0.00403588854035552,0.0124690884754267,0.00640415934918943,"mrna_PDPK1/mrna_MTOR/mrna_MAPK3/mrna_NRAS",4
"c-18","hsa04660","T cell receptor signaling pathway","4/54","104/8086",0.00498838002924017,0.0151852156772458,0.0077991700147563,"mrna_PDPK1/mrna_NFKB1/mrna_MAPK3/mrna_NRAS",4
